order_id,order_date,outlet_id,outlet_location_type,outlet_size,outlet_type,outlet_establishment_year,item_id,item_type,item_fat_content,item_weight_kg,item_visibility,item_mrp,units_sold,sales,rating,customer_type
BLK-ORD-08314,2025-11-01,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0743,Baking Goods,Regular,1.82,0.0851,151.74,2,314.00,4.1,Member
BLK-ORD-01635,2025-11-02,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0693,Fruits and Vegetables,Low Fat,2.94,0.0319,76.85,1,81.96,3.5,Returning
BLK-ORD-06044,2025-11-02,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0840,Health and Hygiene,Low Fat,0.64,0.0616,198.11,2,459.57,4.1,New
BLK-ORD-06577,2025-11-02,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0573,Soft Drinks,Regular,2.31,0.2075,129.04,1,146.45,3.9,Member
BLK-ORD-06621,2025-11-02,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0329,Baking Goods,Low Fat,1.26,0.0292,245.55,4,1047.99,3.8,Member
BLK-ORD-00492,2025-11-03,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0070,Household,Low Fat,3.93,0.1073,254.26,1,277.99,4.4,Member
BLK-ORD-00513,2025-11-03,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0687,Baking Goods,Regular,0.79,0.0899,218.84,3,734.70,4.6,Returning
BLK-ORD-01108,2025-11-03,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0326,Snack Foods,Low Fat,0.52,0.1171,75.94,3,245.00,4.5,Member
BLK-ORD-01584,2025-11-03,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0495,Soft Drinks,Regular,1.91,0.1163,94.54,2,201.30,5.0,Returning
BLK-ORD-02209,2025-11-03,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0125,Baking Goods,Regular,1.5,0.0395,47.79,1,51.46,4.1,Returning
BLK-ORD-02450,2025-11-03,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0333,Soft Drinks,Low Fat,0.25,0.0579,99.32,1,108.89,3.9,Returning
BLK-ORD-02994,2025-11-03,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0512,Fruits and Vegetables,Regular,1.91,0.1519,170.13,1,174.11,4.9,Member
BLK-ORD-03076,2025-11-03,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0219,Health and Hygiene,Low Fat,0.37,0.1892,160.22,1,170.69,4.5,Returning
BLK-ORD-03250,2025-11-03,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0621,Baking Goods,Low Fat,0.95,0.0706,36.89,2,82.83,4.9,New
BLK-ORD-03449,2025-11-03,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0698,Health and Hygiene,Low Fat,1.31,0.1892,430.92,1,431.32,3.5,Member
BLK-ORD-04545,2025-11-03,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0772,Breakfast,Low Fat,0.23,0.0949,85.79,1,84.49,5.0,Member
BLK-ORD-04801,2025-11-03,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0302,Snack Foods,Regular,0.87,0.2251,24.28,1,26.58,4.4,Returning
BLK-ORD-04829,2025-11-03,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0693,Fruits and Vegetables,Low Fat,2.94,0.0319,76.85,1,83.13,3.4,Returning
BLK-ORD-05520,2025-11-03,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0328,Meat,Low Fat,0.65,0.0664,189.63,2,413.44,4.0,Member
BLK-ORD-05815,2025-11-03,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0422,Health and Hygiene,Low Fat,0.54,0.0725,346.38,1,382.40,4.5,Returning
BLK-ORD-06977,2025-11-03,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0893,Breads,Low Fat,0.61,0.0982,45.16,1,46.88,3.8,Member
BLK-ORD-07138,2025-11-03,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0397,Soft Drinks,Regular,2.42,0.0901,34.96,1,38.13,3.9,Member
BLK-ORD-07240,2025-11-03,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0766,Health and Hygiene,Regular,1.21,0.1513,503.79,1,510.71,4.6,Returning
BLK-ORD-07379,2025-11-03,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0140,Canned,Low Fat,0.65,0.0958,140.86,1,137.00,4.4,Member
BLK-ORD-07407,2025-11-03,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0356,Household,Low Fat,1.05,0.0655,361.82,1,353.66,4.3,Member
BLK-ORD-00235,2025-11-04,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0326,Snack Foods,Low Fat,0.52,0.1171,75.94,1,84.34,4.5,Returning
BLK-ORD-00708,2025-11-04,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0833,Health and Hygiene,Low Fat,0.15,0.0929,87.15,1,91.32,3.7,Returning
BLK-ORD-02669,2025-11-04,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0074,Breads,Low Fat,0.16,0.098,45.99,1,50.88,4.5,New
BLK-ORD-02849,2025-11-04,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0728,Snack Foods,Low Fat,0.68,0.3,82.91,1,95.16,3.4,New
BLK-ORD-03165,2025-11-04,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0429,Soft Drinks,Low Fat,1.2,0.0837,122.18,1,137.54,4.2,Returning
BLK-ORD-04189,2025-11-04,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0802,Breads,Low Fat,0.35,0.1147,37.6,1,40.44,3.7,Member
BLK-ORD-05209,2025-11-04,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0514,Breakfast,Regular,0.6,0.0767,208.61,1,217.99,4.9,Returning
BLK-ORD-05410,2025-11-04,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0265,Fruits and Vegetables,Low Fat,0.27,0.1247,33.54,4,150.46,4.5,Returning
BLK-ORD-05498,2025-11-04,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0555,Fruits and Vegetables,Low Fat,2.08,0.2112,44.45,2,95.64,4.3,Returning
BLK-ORD-05734,2025-11-04,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0555,Fruits and Vegetables,Low Fat,2.08,0.2112,44.45,1,49.16,4.2,Returning
BLK-ORD-00060,2025-11-05,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0347,Frozen Foods,Regular,0.43,0.1604,173.92,3,531.80,4.4,Member
BLK-ORD-01724,2025-11-05,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0154,Canned,Low Fat,0.26,0.1343,122.71,1,130.86,4.4,Member
BLK-ORD-01979,2025-11-05,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0231,Seafood,Regular,0.22,0.3,426.75,1,434.26,4.1,Member
BLK-ORD-02201,2025-11-05,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0481,Health and Hygiene,Low Fat,0.47,0.0699,328.11,1,349.10,3.6,New
BLK-ORD-02939,2025-11-05,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0292,Frozen Foods,Low Fat,0.56,0.0753,219.08,3,688.07,4.9,Member
BLK-ORD-02985,2025-11-05,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0755,Fruits and Vegetables,Regular,3.86,0.1395,34.42,1,34.73,4.7,Returning
BLK-ORD-04033,2025-11-05,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0034,Frozen Foods,Low Fat,0.32,0.3,278.79,1,284.18,4.2,Returning
BLK-ORD-07892,2025-11-05,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0357,Frozen Foods,Low Fat,1.89,0.3,243.41,1,262.47,4.7,Returning
BLK-ORD-00615,2025-11-06,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0739,Household,Low Fat,1.5,0.0873,211.73,4,851.12,3.6,Returning
BLK-ORD-00722,2025-11-06,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0388,Fruits and Vegetables,Low Fat,4.43,0.1959,126.91,1,135.82,4.1,Member
BLK-ORD-01933,2025-11-06,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0284,Fruits and Vegetables,Low Fat,2.97,0.2136,43.81,4,178.56,4.1,Member
BLK-ORD-02360,2025-11-06,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0555,Fruits and Vegetables,Low Fat,2.08,0.2112,44.45,1,47.15,4.5,Returning
BLK-ORD-02811,2025-11-06,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0457,Household,Low Fat,2.02,0.0247,232.63,1,248.33,4.8,Returning
BLK-ORD-03124,2025-11-06,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0090,Breakfast,Low Fat,0.44,0.1844,299.34,1,341.11,4.1,New
BLK-ORD-03179,2025-11-06,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0236,Fruits and Vegetables,Low Fat,4.01,0.3,139.57,1,145.96,4.6,Member
BLK-ORD-03773,2025-11-06,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0539,Breakfast,Low Fat,1.41,0.1592,294.87,1,295.06,3.9,Member
BLK-ORD-04960,2025-11-06,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0787,Snack Foods,Regular,0.1,0.091,49.54,3,155.78,4.0,Returning
BLK-ORD-06384,2025-11-06,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0199,Fruits and Vegetables,Low Fat,1.07,0.1663,90.22,1,92.88,4.1,Returning
BLK-ORD-07901,2025-11-06,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0625,Fruits and Vegetables,Low Fat,3.77,0.2133,116.15,1,124.60,4.2,Member
BLK-ORD-00910,2025-11-07,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0541,Canned,Low Fat,0.51,0.1274,77.98,1,80.58,3.5,Member
BLK-ORD-01970,2025-11-07,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0739,Household,Low Fat,1.5,0.0873,211.73,1,206.23,4.5,Member
BLK-ORD-04411,2025-11-07,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0843,Health and Hygiene,Low Fat,1.1,0.272,126.06,1,129.62,4.0,Member
BLK-ORD-05413,2025-11-07,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0090,Breakfast,Low Fat,0.44,0.1844,299.34,2,598.55,3.8,Member
BLK-ORD-05646,2025-11-07,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0623,Fruits and Vegetables,Low Fat,2.23,0.0339,82.48,2,169.97,4.3,Returning
BLK-ORD-05704,2025-11-07,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0089,Frozen Foods,Regular,0.39,0.1105,96.82,1,98.99,3.6,Returning
BLK-ORD-05759,2025-11-07,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0909,Snack Foods,Regular,0.52,0.1287,148.28,1,152.92,3.9,Member
BLK-ORD-05845,2025-11-07,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0690,Canned,Low Fat,0.39,0.1017,141.49,1,152.00,4.9,Returning
BLK-ORD-06149,2025-11-07,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0664,Meat,Regular,1.96,0.0732,446.31,1,449.68,4.1,Member
BLK-ORD-07706,2025-11-07,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0539,Breakfast,Low Fat,1.41,0.1592,294.87,1,322.04,3.6,Member
BLK-ORD-08401,2025-11-07,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0758,Health and Hygiene,Low Fat,0.45,0.1464,196.13,1,194.14,4.9,Member
BLK-ORD-00154,2025-11-08,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0076,Fruits and Vegetables,Low Fat,1.61,0.1231,131.84,1,141.15,3.9,Member
BLK-ORD-00315,2025-11-08,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0400,Canned,Low Fat,1.01,0.0313,50.71,1,61.04,4.4,New
BLK-ORD-02822,2025-11-08,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0360,Health and Hygiene,Low Fat,0.77,0.1046,717.0,2,1580.35,4.2,Member
BLK-ORD-02909,2025-11-08,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0767,Snack Foods,Regular,0.47,0.2387,167.39,1,185.42,4.2,Member
BLK-ORD-03242,2025-11-08,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0637,Fruits and Vegetables,Low Fat,2.87,0.0686,126.69,2,287.58,4.2,Member
BLK-ORD-03648,2025-11-08,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0512,Fruits and Vegetables,Regular,1.91,0.1519,170.13,1,198.53,4.3,New
BLK-ORD-05131,2025-11-08,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0007,Breads,Low Fat,0.74,0.1087,73.14,1,80.69,4.8,Member
BLK-ORD-06313,2025-11-08,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0223,Baking Goods,Low Fat,0.43,0.0901,143.18,2,296.11,4.3,Member
BLK-ORD-06464,2025-11-08,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0707,Fruits and Vegetables,Low Fat,0.75,0.0411,37.39,1,39.31,4.5,Returning
BLK-ORD-07001,2025-11-08,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0487,Fruits and Vegetables,Low Fat,3.48,0.0634,27.92,3,90.47,5.0,Returning
BLK-ORD-07962,2025-11-08,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0695,Snack Foods,Low Fat,0.94,0.0495,147.88,2,323.67,4.5,Member
BLK-ORD-08307,2025-11-08,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0377,Dairy,Low Fat,0.21,0.1925,64.25,1,71.91,4.0,Member
BLK-ORD-08377,2025-11-08,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0464,Breads,Low Fat,0.17,0.0417,122.37,2,269.75,4.1,New
BLK-ORD-08445,2025-11-08,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0431,Baking Goods,Low Fat,0.26,0.2026,204.4,1,237.48,5.0,New
BLK-ORD-00113,2025-11-09,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0732,Baking Goods,Regular,1.72,0.0337,199.25,1,216.25,3.9,Returning
BLK-ORD-00413,2025-11-09,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0198,Dairy,Regular,0.85,0.0577,112.84,2,257.24,3.9,Member
BLK-ORD-00633,2025-11-09,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0678,Baking Goods,Regular,0.79,0.1619,151.85,1,158.87,4.3,Returning
BLK-ORD-00986,2025-11-09,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0661,Snack Foods,Regular,0.42,0.0216,42.39,2,95.50,3.8,Returning
BLK-ORD-04651,2025-11-09,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0190,Canned,Low Fat,0.85,0.0429,92.01,3,320.15,3.2,Returning
BLK-ORD-05041,2025-11-09,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0475,Meat,Low Fat,2.19,0.1134,132.73,1,156.72,3.5,New
BLK-ORD-05576,2025-11-09,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0117,Baking Goods,Low Fat,0.23,0.0373,81.03,1,86.25,4.6,Member
BLK-ORD-06000,2025-11-09,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0829,Breads,Low Fat,0.48,0.1352,57.44,1,59.35,4.5,Member
BLK-ORD-06096,2025-11-09,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0118,Fruits and Vegetables,Low Fat,2.65,0.0827,119.62,1,122.83,5.0,Member
BLK-ORD-07331,2025-11-09,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0137,Dairy,Low Fat,0.98,0.1222,106.35,1,118.81,4.4,Returning
BLK-ORD-07478,2025-11-09,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0170,Dairy,Regular,1.35,0.0887,67.5,1,72.88,4.4,Member
BLK-ORD-08228,2025-11-09,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0745,Household,Low Fat,1.41,0.1505,346.7,2,751.84,4.5,Member
BLK-ORD-00142,2025-11-10,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0165,Fruits and Vegetables,Low Fat,2.72,0.1235,71.17,2,155.49,4.3,New
BLK-ORD-01082,2025-11-10,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0713,Baking Goods,Regular,0.24,0.1211,163.75,1,163.00,3.4,Member
BLK-ORD-02919,2025-11-10,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0257,Baking Goods,Regular,0.95,0.0431,45.99,1,45.85,4.0,Member
BLK-ORD-03181,2025-11-10,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0762,Snack Foods,Regular,0.86,0.1283,32.78,2,67.54,5.0,Member
BLK-ORD-04553,2025-11-10,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0251,Snack Foods,Low Fat,0.35,0.0885,212.32,2,431.53,4.7,Returning
BLK-ORD-05126,2025-11-10,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0266,Fruits and Vegetables,Low Fat,0.54,0.1213,36.74,1,37.55,4.1,Member
BLK-ORD-05168,2025-11-10,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0343,Dairy,Low Fat,0.53,0.057,58.04,1,63.11,4.2,Member
BLK-ORD-05302,2025-11-10,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0097,Dairy,Low Fat,0.99,0.0592,124.32,2,255.75,4.2,Returning
BLK-ORD-06416,2025-11-10,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0604,Frozen Foods,Low Fat,0.24,0.3,166.52,1,178.51,4.1,Member
BLK-ORD-07189,2025-11-10,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0033,Fruits and Vegetables,Low Fat,2.7,0.2867,124.59,1,131.49,4.2,Member
BLK-ORD-07425,2025-11-10,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0503,Canned,Low Fat,0.52,0.0473,84.42,4,347.24,3.6,Returning
BLK-ORD-07632,2025-11-10,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0771,Snack Foods,Regular,0.92,0.0264,37.37,1,38.73,4.4,Member
BLK-ORD-08369,2025-11-10,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0547,Meat,Regular,2.38,0.1212,431.48,1,497.58,3.9,New
BLK-ORD-00914,2025-11-11,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0711,Fruits and Vegetables,Low Fat,3.06,0.2123,37.88,3,111.00,5.0,Member
BLK-ORD-00933,2025-11-11,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0881,Fruits and Vegetables,Low Fat,3.93,0.1136,145.0,1,153.24,4.7,Member
BLK-ORD-01360,2025-11-11,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0099,Soft Drinks,Low Fat,0.49,0.1756,71.29,2,153.34,4.6,Member
BLK-ORD-01869,2025-11-11,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0163,Baking Goods,Regular,0.91,0.0918,44.52,2,89.25,4.2,Member
BLK-ORD-02604,2025-11-11,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0750,Frozen Foods,Regular,0.43,0.1594,82.03,1,87.55,3.3,Returning
BLK-ORD-02788,2025-11-11,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0343,Dairy,Low Fat,0.53,0.057,58.04,2,131.25,4.9,Returning
BLK-ORD-03333,2025-11-11,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0266,Fruits and Vegetables,Low Fat,0.54,0.1213,36.74,1,38.20,4.1,Member
BLK-ORD-03742,2025-11-11,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0903,Baking Goods,Regular,1.79,0.0841,244.21,1,248.29,4.1,Member
BLK-ORD-03934,2025-11-11,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0113,Frozen Foods,Regular,0.79,0.0274,306.1,5,1651.94,4.5,New
BLK-ORD-04225,2025-11-11,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0500,Frozen Foods,Regular,1.4,0.0082,202.43,2,414.84,4.3,Returning
BLK-ORD-04714,2025-11-11,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0190,Canned,Low Fat,0.85,0.0429,92.01,1,100.23,4.1,Member
BLK-ORD-05042,2025-11-11,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0830,Fruits and Vegetables,Low Fat,4.36,0.1526,139.73,2,304.72,4.5,Member
BLK-ORD-06498,2025-11-11,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0147,Dairy,Low Fat,0.25,0.0647,54.09,1,55.46,4.8,Member
BLK-ORD-07990,2025-11-11,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0224,Dairy,Regular,1.83,0.1763,197.41,2,412.25,4.7,Member
BLK-ORD-01553,2025-11-12,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0139,Snack Foods,Regular,0.9,0.0532,59.86,3,193.71,4.5,Returning
BLK-ORD-02293,2025-11-12,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0058,Canned,Regular,0.42,0.1262,86.85,1,93.35,3.8,Member
BLK-ORD-02574,2025-11-12,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0656,Fruits and Vegetables,Low Fat,4.7,0.1029,47.33,1,46.22,4.0,Member
BLK-ORD-03662,2025-11-12,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0601,Canned,Regular,1.1,0.1587,56.39,1,60.95,5.0,Returning
BLK-ORD-04060,2025-11-12,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0566,Frozen Foods,Low Fat,1.52,0.1479,392.29,1,443.11,4.1,New
BLK-ORD-04102,2025-11-12,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0913,Frozen Foods,Low Fat,1.58,0.2794,243.56,2,502.74,4.2,Member
BLK-ORD-04114,2025-11-12,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0781,Household,Low Fat,2.03,0.1899,444.76,1,475.65,4.1,Returning
BLK-ORD-04212,2025-11-12,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0004,Fruits and Vegetables,Low Fat,2.13,0.0206,67.57,2,137.67,4.5,Returning
BLK-ORD-05363,2025-11-12,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0165,Fruits and Vegetables,Low Fat,2.72,0.1235,71.17,1,74.56,3.5,New
BLK-ORD-05463,2025-11-12,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0625,Fruits and Vegetables,Low Fat,3.77,0.2133,116.15,3,351.95,4.5,Member
BLK-ORD-06042,2025-11-12,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0633,Fruits and Vegetables,Low Fat,0.52,0.147,169.82,2,341.65,4.5,Member
BLK-ORD-06139,2025-11-12,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0001,Household,Low Fat,4.77,0.0669,92.23,1,90.28,4.2,Member
BLK-ORD-07237,2025-11-12,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0090,Breakfast,Low Fat,0.44,0.1844,299.34,1,319.62,4.5,New
BLK-ORD-07351,2025-11-12,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0189,Breads,Regular,0.41,0.1217,109.97,1,113.21,4.2,Member
BLK-ORD-07603,2025-11-12,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0823,Dairy,Regular,1.75,0.1274,205.29,2,431.95,3.7,New
BLK-ORD-07989,2025-11-12,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0571,Breakfast,Low Fat,0.92,0.0709,325.84,2,644.41,3.8,Member
BLK-ORD-08189,2025-11-12,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0674,Baking Goods,Low Fat,0.31,0.1415,150.09,5,850.17,3.9,New
BLK-ORD-00422,2025-11-13,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0700,Canned,Low Fat,0.45,0.1742,241.99,1,254.48,4.8,Member
BLK-ORD-00610,2025-11-13,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0167,Breakfast,Low Fat,0.2,0.1983,121.87,1,132.19,4.4,Member
BLK-ORD-00803,2025-11-13,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0897,Frozen Foods,Low Fat,0.47,0.0941,351.78,4,1512.41,4.5,Returning
BLK-ORD-01148,2025-11-13,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0429,Soft Drinks,Low Fat,1.2,0.0837,122.18,1,122.75,3.8,Member
BLK-ORD-01303,2025-11-13,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0007,Breads,Low Fat,0.74,0.1087,73.14,2,148.86,3.6,Returning
BLK-ORD-02066,2025-11-13,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0410,Breakfast,Low Fat,0.84,0.0823,265.8,1,268.34,4.2,Member
